resort_name,local_name,country,region,ski_area,type,opening_date_2026_27,opening_date_status,max_elevation_m,piste_km,ticket_price_min,ticket_price_max,currency,price_status,driving_distance_km_from_milan,driving_time_h_from_milan,road_head,freeride_score_0_5,ski_touring_score_0_5,score_notes,webcam_url,comments,sources,confidence
Champoluc,,IT,"Aosta, Valle d'Aosta",Monterosa Ski,Non-glacier,2026-11-28,confirmed_2026_27,3275,132,71.0,71.0,EUR,published_2026_27,177,2.32,,3.5,3.5,"Gentler Ayas side with Bettaforca/Colle Sarezza off-piste; moderate touring (Palon di Resy, Testa Grigia) and access to the wider Monterosa scene.",https://monterosaski.eu/en/webcam,"Ayas sector tops at Colle Bettaforca 2727 m; 3275 m (Indren, off-piste glacier) is on the same pass two valleys away, hence Non-glacier here; Antagnod is a separate small area with its own pass; coordinates = Champoluc village (Champoluc-Crest gondola base). Dynamic pricing 2026/27: adult 1-day EUR 40-71 depending on date and advance purchase (peak dates at top of range), online EUR 5 cheaper than ticket office; Monterosa Ski 3-valley pass is the only pass sold for the linked area (Antagnod separate).",https://monterosaski.eu/en/schedules-monterosa-ski-area-19384 | https://monterosaski.eu/en/tariffazione-dinamica-monterosa-ski-19318 | https://monterosaski.eu/en/ | https://aostasera.it/notizie/turismo/dove-sciare-in-valle-daosta-skipass-impianti-e-piste-2025-2026/ | https://www.skiresort.com/en/ski-resort/alagna-valsesia-gressoney-la-trinite-champoluc-frachey-monterosa-ski/ | https://monterosaski.eu/en/webcam,medium
Civetta,,IT,"Belluno, Veneto",Dolomiti Superski,Non-glacier,2026-11-28,estimated_from_2025_26,2100,72,70.0,70.0,EUR,estimated_from_2025_26,342,4.49,,3.0,3.5,"Civetta north-side itineraries from Col dei Baldi/Fertazza and Zoldo tree runs are known locally with guide-led options; Civetta, Pelmo and Moiazza groups offer documented tours from Val di Zoldo but on a limited scale.",https://www.dolomitisuperski.com/en/live-info/webcam/webcam-civetta,"skicivetta.com returned HTTP 403 to automated requests, so km/elevation from skiresort and prices from DSS press (2025/26 valley 1-day EUR 63 low / 70 high); Ski Civetta covers Alleghe (base used here), Selva di Cadore, Palafavera and Val di Zoldo (Pecol); skiresort lists 2026/27 season 28 Nov 2026-4 Apr 2027 (unverified); Passo Giau/Staulanza may close in winter; from Milan via Belluno-Agordo-Alleghe.",https://www.skiresort.com/en/ski-resort/civetta-alleghe-selva-di-cadore-palafavera-zoldo/ | https://www.dolomitireview.com/dolomiti-superski-ecco-quanto-costano-gli-skipass-di-valle-a-inizio-stagione-e-durante-le-feste-natalizie-2025-26-san-martino-di-castrozza-rio-pusteria-e-ski-civetta-le-localita-piu-convenienti/ | https://www.schneehoehen.de/artikel/erfolgreicher-saisonstart-dolomiti-superski | https://www.dolomitireview.com/dolomiti-superski-2025-26-un-avvio-di-stagione-favorito-dal-meteo-e-dagli-investimenti/ | https://www.skiinfo.it/veneto/comprensorio-ski-civetta/skipass | https://www.alleghefunivie.com/en/,medium
Courmayeur,,IT,"Aosta, Valle d'Aosta",Courmayeur Mont Blanc,Glacier + non-glacier,2026-11-28,estimated_from_2025_26,3466,42,69.0,69.0,EUR,estimated_from_2025_26,220,2.69,,4.5,4.5,"Vallee Blanche and Toula glacier from Skyway, Arp couloirs and Val Veny off-piste with a big guide scene; touring hub for the Mont Blanc massif (Val Ferret/Val Veny classics, Haute Route variants).",https://www.courmayeurmontblanc.it/webcam-e-meteo/,"2025/26 official daily rates: EUR 69 high season (20 Dec-6 Jan, 24 Jan-8 Mar), EUR 63 regular; with Skyway Monte Bianco EUR 82/76 (page marked 'tariffe in aggiornamento'); 3466 m = Punta Helbronner via Skyway (separate ticket, off-piste glacier descents only), ski-area pistes top out at 2755 m (Cresta Youla); official claim 'oltre 100 km' includes off-piste; coordinates = Dolonne gondola base with main car park; lift-company domain courmayeur-montblanc.it fails SSL, .com works; webcam page is the tourism consortium's (lift company has none).",https://www.courmayeur-montblanc.com/skipass-e-tariffe/tariffe-giornaliere/ | https://aostasera.it/notizie/turismo/dove-sciare-in-valle-daosta-skipass-impianti-e-piste-2025-2026/ | https://www.skiresort.com/en/ski-resort/monte-bianco-courmayeur/ | https://www.skiresort.com/en/ski-resort/courmayeur-checrouit-val-veny/ | https://www.courmayeurmontblanc.it/webcam-e-meteo/,medium
Gressoney-La-Trinité,,IT,"Aosta, Valle d'Aosta",Monterosa Ski,Glacier + non-glacier,2026-11-28,confirmed_2026_27,3275,132,71.0,71.0,EUR,published_2026_27,176,2.44,,4.0,4.0,Shares the Indren/Salati freeride terrain with Alagna plus Punta Jolanda and Gabiet off-piste; touring to Monte Rosa 4000ers via Indren and the Gabiet valley.,https://monterosaski.eu/en/webcam,"Lifts start at Stafal (road end, 1825 m); Indren (3275 m, off-piste only) reached via Gabiet-Passo dei Salati; coordinates = Stafal hamlet/lift base. Dynamic pricing 2026/27: adult 1-day EUR 40-71 depending on date and advance purchase (peak dates at top of range), online EUR 5 cheaper than ticket office; Monterosa Ski 3-valley pass is the only pass sold for the linked area (Antagnod separate).",https://monterosaski.eu/en/schedules-monterosa-ski-area-19384 | https://monterosaski.eu/en/tariffazione-dinamica-monterosa-ski-19318 | https://monterosaski.eu/en/ | https://aostasera.it/notizie/turismo/dove-sciare-in-valle-daosta-skipass-impianti-e-piste-2025-2026/ | https://www.skiresort.com/en/ski-resort/alagna-valsesia-gressoney-la-trinite-champoluc-frachey-monterosa-ski/ | https://monterosaski.eu/en/webcam,medium
Kronplatz,Plan de Corones,IT,"Bolzano, Trentino-Alto Adige",Dolomiti Superski,Non-glacier,2026-11-28,estimated_from_2025_26,2275,125,80.0,80.0,EUR,estimated_from_2025_26,349,4.14,,2.5,3.5,"Rounded piste mountain with little off-piste; ski touring mostly in nearby Antholz/Gsies valleys and Pragser Dolomites, which have many documented routes.",https://www.kronplatz.com/en/planning-booking/webcams,"Bases Riscone/Brunico (used here), Valdaora and San Vigilio; 2025/26 valley 1-day EUR 72 low / 80 high; skiresort lists 2026/27 season 28 Nov 2026-11 Apr 2027 (not verified on official site, which still shows summer); reached via A22 Bressanone-SS49 (no pass).",https://www.kronplatz.com/en | https://www.suedtirol.com/skiurlaub-suedtirol/skifahren/oeffnungszeiten-skigebiete | https://www.schneehoehen.de/artikel/erfolgreicher-saisonstart-dolomiti-superski | https://www.dolomitireview.com/dolomiti-superski-ecco-quanto-costano-gli-skipass-di-valle-a-inizio-stagione-e-durante-le-feste-natalizie-2025-26-san-martino-di-castrozza-rio-pusteria-e-ski-civetta-le-localita-piu-convenienti/ | https://www.skiresort.com/en/ski-resort/kronplatz-plan-de-corones/,medium
La Thuile,,IT,"Aosta, Valle d'Aosta",Espace San Bernardo,Non-glacier,2026-11-28,estimated_from_2025_26,2800,152,58.0,58.0,EUR,estimated_from_2025_26,227,2.95,,3.5,3.5,"Steep north-facing off-piste under Belvedere and Fourclaz, less known; touring around Piccolo San Bernardo and Rutor (Rifugio Deffeyes) classics.",https://www.lathuile.it/en/webcam,"Only the Espace San Bernardo pass is sold (valid also La Rosiere, FR): 2025/26 adult 1-day EUR 58 flat, promo EUR 39 in opening weeks; 2800 m = Mont Valaisan on La Rosiere side, La Thuile side tops at Belvedere 2641 m; Little St Bernard pass road closed in winter (link by lifts only); coordinates = Les Suches DMC base station; skiresort lists 2026/27 start 28 Nov 2026 (unconfirmed).",https://www.dovesciare.it/news/2025-11-24/la-thuile-apertura-confermata-il-29-novembre-2025 | https://www.dovesciare.it/prezzi/skipass-la-thuile | https://www.lathuile.it/it/info-skipass | https://aostasera.it/notizie/turismo/dove-sciare-in-valle-daosta-skipass-impianti-e-piste-2025-2026/ | https://www.skiresort.com/en/ski-resort/espace-san-bernardo-la-rosiere-la-thuile/ | https://www.lathuile.it/en/webcam,medium
Livigno,,IT,"Sondrio, Lombardy",Livigno,Non-glacier,2026-11-28,confirmed_2026_27,2798,115,72.0,72.0,EUR,estimated_from_2025_26,235,4.08,,3.5,3.5,Wide open freeride bowls off Mottolino and Carosello 3000 with marked freeride zones; local touring in Val Federia/Val Nera with moderate variety.,https://www.livigno.eu/en/webcam,"2025/26 adult 1-day full price EUR 72 (dovesciare; skiresort 72); 2026/27 winter rates not yet on skipasslivigno.com; access from Milan via Bormio and Passo Foscagno (2291 m, open all winter, winter tyres/chains compulsory 15 Oct-30 Apr), Forcola di Livigno closed in winter, alternative via Switzerland through Munt la Schera toll tunnel; duty-free zone; Milano Cortina 2026 snowboard/freestyle venue; coordinates = village centre (Carosello 3000 gondola). Milan route forced via Bormio to avoid closed Forcola di Livigno.",https://www.livigno.eu/en/news/the-2025-2026-season-is-about-to-begin-heres-everything-you-need-to-know | https://www.livigno.eu/en/events/skiarea-opening | https://www.dovesciare.it/prezzi/skipass-livigno | https://www.calendariovaltellinese.com/blog/aperture-impianti-sciistici-in-provincia-di-sondrio-per-la-stagione-2025-2026 | https://www.skiresort.com/en/ski-resort/livigno/ | https://www.livigno.eu/en/webcam,medium
Madonna di Campiglio,,IT,"Trento, Trentino-Alto Adige",Skiarea Campiglio Dolomiti di Brenta,Non-glacier,2026-11-28,confirmed_2026_27,2504,155,85.0,85.0,EUR,estimated_from_2025_26,216,3.21,,3.0,3.5,"Off-piste limited to Groste/Spinale bowls and guided Brenta couloirs, no FWT history; Brenta Dolomites give classic but not very varied day tours (Bocca di Brenta, Val d'Agola, Cima Roma).",https://www.campigliodolomiti.it/en/live-info/webcam,"Pre-opening 22-23 Nov 2025 at Groste announced by APT but not confirmed post hoc (official opening 28 Nov 2025; Pinzolo and Folgarida-Marilleva sectors 4 Dec); 2025/26 Skiarea 1-day adult EUR 74 low / 85 high (max window price), online prices dynamic (ski.it); 'Numero Ideale' skier cap on peak days; 2026/27 season validity from 28 Nov 2026 per ski.it sales conditions (skiresort lists 21 Nov 2026); no pass on route from Milan (A4/A22 or Val Rendena via Tione).",https://www.campigliodolomiti.it/en/ski-area | https://www.campigliodolomiti.it/en/skiarea/inverno/skipass/skipass-skiarea | https://www.ski.it/en/ | https://www.ski.it/en/skipass/skiarea-campiglio-dolomiti-di-brenta-sales-conditions-winter-2026-2027 | https://www.dovesciare.it/news/2025-11-03/skiarea-madonna-di-campiglio-piu-qualita-pista-con-numero-ideale-e-nuovi-impianti | https://www.obosnowboard.com/apertura-stagione-madonna-di-campiglio-2025-26/ | https://www.skiresort.com/en/ski-resort/madonna-di-campiglio-pinzolo-folgarida-marilleva/,medium
San Martino di Castrozza–Passo Rolle,,IT,"Trento, Trentino-Alto Adige",Dolomiti Superski,Non-glacier,2026-11-28,estimated_from_2025_26,2357,60,70.0,70.0,EUR,estimated_from_2025_26,323,4.06,,3.0,4.0,"Tognola/Colverde off-piste, Rosetta cable-car descents and Passo Rolle freeride; Pale di San Martino and Lagorai are among Trentino's best-documented touring grounds (Passo Rolle classics, Val Venegia) with an active guide office.",https://www.sanmartino.com/en/lifts-and-slopes-live-info/webcams,"Official 2025/26 price list: 1-day adult EUR 63 (29 Nov-20 Dec, 11-31 Jan, from 15 Mar) / 70 (21 Dec-10 Jan, 1 Feb-14 Mar); pre-opening weekend ticket EUR 31.50; two sectors (San Martino, Passo Rolle) linked by skibus, lift link planned; skiresort lists 2026/27 season 28 Nov 2026-11 Apr 2027 (unverified); base = Tognola gondola car park; Passo Rolle open in winter (chains may be required).",https://www.sanmartino.com/en | https://www.sanmartino.com/sanmartino/documenti-files/prezzi-skipass-e-card-skibus/prezzi-skipass-san-martino-p-rolle-2025-26.pdf | https://www.neveitalia.it/ski/sanmartinodicastrozza/news/il-29-e-30-novembre-pre-apertura-a-san-martino-di-castrozza | https://www.schneehoehen.de/artikel/erfolgreicher-saisonstart-dolomiti-superski | https://www.dolomitireview.com/dolomiti-superski-ecco-quanto-costano-gli-skipass-di-valle-a-inizio-stagione-e-durante-le-feste-natalizie-2025-26-san-martino-di-castrozza-rio-pusteria-e-ski-civetta-le-localita-piu-convenienti/ | https://www.skiresort.com/en/ski-resort/san-martino-di-castrozza/,medium
Folgarida–Marilleva,,IT,"Trento, Trentino-Alto Adige",Skiarea Campiglio Dolomiti di Brenta,Non-glacier,2026-12-03,estimated_from_2025_26,2504,155,85.0,85.0,EUR,estimated_from_2025_26,227,3.46,,2.5,3.0,"Mostly groomed intermediate terrain with some tree skiing off Monte Vigo; Val di Sole touring (Val Meledrio, Peller, Presanella approaches) is modest in variety.",https://www.ski.it/en/info-live/webcam-and-livecam,"Val di Sole bases: Folgarida gondola (used here), Marilleva 1400 (46.30243, 10.81015) and Daolasa/Commezzadura gondola; same Skiarea pass as Campiglio (dynamic online pricing); sector opened 4 Dec 2025 while Campiglio opened 28 Nov; no pass on Milan route (A22 or SS42 Tonale).",https://www.campigliodolomiti.it/en/ski-area | https://www.campigliodolomiti.it/en/skiarea/inverno/skipass/skipass-skiarea | https://www.ski.it/en/ | https://www.visitvaldisole.it/en/campiglio-dolomiti-di-brenta-val-di-sole-val-rendena-ski-area | https://www.skiresort.com/en/ski-resort/madonna-di-campiglio-pinzolo-folgarida-marilleva/,medium
Pinzolo,,IT,"Trento, Trentino-Alto Adige",Skiarea Campiglio Dolomiti di Brenta,Non-glacier,2026-12-03,estimated_from_2025_26,2504,155,85.0,85.0,EUR,estimated_from_2025_26,203,3.01,,2.5,3.0,"Doss del Sabion is a piste-oriented sector with only tree-run off-piste; touring on the Adamello-Presanella side (Val Genova, Val Nambrone) is decent but less developed than Campiglio's Brenta side.",https://www.campigliodolomiti.it/en/live-info/webcam,"Pinzolo sector (Doss del Sabion 2100 m) linked to Campiglio by gondola; Pinzolo-only 1-day pass 2025/26 EUR 59 low / 65 high also sold; Skiarea pass EUR 85 high with dynamic online pricing; skiresort lists Skiarea season from 21 Nov 2026 (Campiglio sector); base = Pinzolo village, Pinzolo-Pra Rodont gondola at south end.",https://www.campigliodolomiti.it/en/ski-area | https://www.campigliodolomiti.it/en/skiarea/inverno/skipass/pinzolo-skipass | https://www.campigliodolomiti.it/en/skiarea/inverno/skipass/skipass-skiarea | https://www.ski.it/en/ | https://www.skiresort.com/en/ski-resort/madonna-di-campiglio-pinzolo-folgarida-marilleva/,medium
Alta Badia,,IT,"Bolzano, Trentino-Alto Adige",Dolomiti Superski,Non-glacier,2026-12-04,confirmed_2026_27,2778,130,80.0,80.0,EUR,estimated_from_2025_26,336,4.29,,3.5,4.0,"Val Mesdi (Sella) and Lagazuoi/Val Travenanzes descents are Dolomites off-piste classics with guides in Colfosco/Corvara; Sella, Puez and Fanes groups give many documented tours; no FWT venue.",https://www.dolomitisuperski.com/en/live-info/webcam/webcam-alta-badia,"altabadia.org returned HTTP 403 to automated access, so km/elevation are from skiresort (130 km, top 2778 m Lagazuoi); 2025/26 valley 1-day EUR 72 low / 80 high; 2026/27 opening date not resort-published, taken from the Sellaronda opening (4 Dec 2026); base = Corvara; passes Gardena/Campolongo/Valparola open in winter with possible closures; from Milan via A22 Bressanone-Val Badia.",https://www.skiresort.com/en/ski-resort/alta-badia/ | https://www.dolomitireview.com/dolomiti-superski-ecco-quanto-costano-gli-skipass-di-valle-a-inizio-stagione-e-durante-le-feste-natalizie-2025-26-san-martino-di-castrozza-rio-pusteria-e-ski-civetta-le-localita-piu-convenienti/ | https://www.suedtirol.com/skiurlaub-suedtirol/skifahren/oeffnungszeiten-skigebiete | https://www.schneehoehen.de/artikel/erfolgreicher-saisonstart-dolomiti-superski | https://www.valgardena.it/de/winterurlaub-dolomiten/skigebiet-groeden/ | https://outdoormagazine.it/2025/11/25/alta-badia-si-prepara-alla-riapertura-invernale/,medium
Arabba–Marmolada,,IT,"Belluno, Veneto",Dolomiti Superski,Glacier + non-glacier,2026-12-04,confirmed_2026_27,3269,63,75.0,75.0,EUR,estimated_from_2025_26,348,4.46,,4.0,4.0,"Porta Vescovo north faces, Padon and the 12 km Bellunese plus Marmolada glacier off-piste give the Dolomites' best lift-served freeride (rubric example); Marmolada, Sella and Padon offer many documented tours with local guides.",https://www.arabba.it/en/webcam-arabba-dolomites/43-0.html,"Marmolada glacier lift-served to Punta Rocca (official 3265 m, skiresort 3269 m) but only Dec-Apr, no autumn glacier skiing; 2025/26 valley 1-day EUR 68 low / 75 high; 2026/27 date not resort-published (arabba.it silent, skiresort lists 28 Nov 2026), taken from Sellaronda opening 4 Dec 2026; Passo Fedaia road to Malga Ciapela can close in winter; from Milan via A22 Ora-Fassa-Passo Pordoi or Belluno-Val Cordevole (no pass).",https://www.dovesciare.it/news/2025-11-06/arabba-si-scia-dal-4-dicembre-tutte-le-novita-linverno-20252026 | https://www.arabba.it/en | https://www.dolomitireview.com/dolomiti-superski-ecco-quanto-costano-gli-skipass-di-valle-a-inizio-stagione-e-durante-le-feste-natalizie-2025-26-san-martino-di-castrozza-rio-pusteria-e-ski-civetta-le-localita-piu-convenienti/ | https://www.schneehoehen.de/artikel/erfolgreicher-saisonstart-dolomiti-superski | https://www.valgardena.it/de/winterurlaub-dolomiten/skigebiet-groeden/ | https://www.skiresort.com/en/ski-resort/arabba-marmolada/,medium
Bormio,,IT,"Sondrio, Lombardy",Bormio (Cima Bianca),Non-glacier,2026-12-04,confirmed_2026_27,3012,50,65.0,65.0,EUR,published_2026_27,197,3.26,,3.0,3.5,Steep Stelvio World Cup piste terrain but limited off-piste; touring access to the Ortles-Cevedale group via Valfurva and Stelvio National Park.,https://www.bormio.eu/it/live-info/webcams,"2026/27 official list: high EUR 65 (26 Dec-8 Jan, 30 Jan-27 Mar), low EUR 59, promo EUR 40 until 18 Dec; multi-day passes dynamic with online discounts up to 25%; 2025/26 high was EUR 63; Stelvio and Gavia passes closed in winter (access from Milan via SS38 Valtellina); Milano Cortina 2026 alpine venue; coordinates = Bormio gondola base (Via Funivia); lift-company webcam page https://www.bormioski.eu/en/webcam/ also HTTP 200.",https://www.bormioskipass.eu/en/ski-pass/bormio/prices/ | https://www.bormioskipass.eu/en/ | https://www.bormioski.eu/en/ | https://www.calendariovaltellinese.com/blog/aperture-impianti-sciistici-in-provincia-di-sondrio-per-la-stagione-2025-2026 | https://www.dovesciare.it/prezzi/skipass-bormio | https://www.skiresort.com/en/ski-resort/bormio-cima-bianca/ | https://www.bormio.eu/it/live-info/webcams,high
Pila,,IT,"Aosta, Valle d'Aosta",Pila,Non-glacier,2026-12-04,estimated_from_2025_26,2723,70,58.0,58.0,EUR,estimated_from_2025_26,204,2.70,,3.0,3.0,"Couis 1 and Platta de Grevon off-piste bowls, limited extent; moderate touring on the Pila-Cogne ridge.",https://pila.it/en/real-time/webcams/,"2025/26 adult 1-day EUR 58 flat (dovesciare/skiresort); 2723 m = top station of the new Aosta-Pila-Couis gondola (Stella di Pila), skiresort says 2740; car can alternatively stop at the Aosta town gondola base (about 30 min to 2700 m); coordinates = Pila village car parks; season 5 Dec 2025-3 May 2026; skiresort lists 2026/27 start 5 Dec 2026 (unconfirmed).",https://pila.it/en/winter-season/ | https://www.scimagazine.it/pila-apre-la-stagione-invernale-2025-2026/ | https://www.dovesciare.it/prezzi/skipass-pila | https://aostasera.it/notizie/turismo/dove-sciare-in-valle-daosta-skipass-impianti-e-piste-2025-2026/ | https://www.skiresort.com/en/ski-resort/pila/ | https://pila.it/en/real-time/webcams/,medium
